-11.978,-46.83,-44.09,-41.35,-38.61,-35.87,-33.13,-30.39,-27.65,-24.91,-22.17,-19.43,-16.69,-13.95,-11.21,-8.4699,-5.7299,-2.9899,-0.24993,2.4901,5.2301,7.9701,10.71,13.45,16.19,18.93,21.67,24.41,27.15,29.89,32.63,35.37,38.11,40.85,43.59,46.33,49.07,51.81,54.55,57.29,60.03,62.77,65.51,68.25,70.99,73.73,76.47,79.21,81.95,84.69,87.43,90.17,92.91
-11.953,-46.948,-44.208,-41.468,-38.728,-35.988,-33.248,-30.508,-27.768,-25.028,-22.288,-19.548,-16.808,-14.068,-11.328,-8.5884,-5.8484,-3.1084,-0.36845,2.3716,5.1116,7.8516,10.592,13.332,16.072,18.812,21.552,24.292,27.032,29.772,32.512,35.252,37.992,40.732,43.472,46.212,48.952,51.692,54.432,57.172,59.912,62.652,65.392,68.132,70.872,73.612,76.352,79.092,81.832,84.572,87.312,90.052,92.792
-11.928,-47.066,-44.326,-41.586,-38.846,-36.106,-33.366,-30.626,-27.886,-25.146,-22.406,-19.666,-16.926,-14.186,-11.446,-8.7062,-5.9662,-3.2262,-0.48622,2.2538,4.9938,7.7338,10.474,13.214,15.954,18.694,21.434,24.174,26.914,29.654,32.394,35.134,37.874,40.614,43.354,46.094,48.834,51.574,54.314,57.054,59.794,62.534,65.274,68.014,70.754,73.494,76.234,78.974,81.714,84.454,87.194,89.934,92.674
-11.902,-47.183,-44.443,-41.703,-38.963,-36.223,-33.483,-30.743,-28.003,-25.263,-22.523,-19.783,-17.043,-14.303,-11.563,-8.8233,-6.0833,-3.3433,-0.60325,2.1367,4.8767,7.6167,10.357,13.097,15.837,18.577,21.317,24.057,26.797,29.537,32.277,35.017,37.757,40.497,43.237,45.977,48.717,51.457,54.197,56.937,59.677,62.417,65.157,67.897,70.637,73.377,76.117,78.857,81.597,84.337,87.077,89.817,92.557
-11.877,-47.3,-44.56,-41.82,-39.08,-36.34,-33.6,-30.86,-28.12,-25.38,-22.64,-19.9,-17.16,-14.42,-11.68,-8.9396,-6.1996,-3.4596,-0.71955,2.0204,4.7604,7.5004,10.24,12.98,15.72,18.46,21.2,23.94,26.68,29.42,32.16,34.9,37.64,40.38,43.12,45.86,48.6,51.34,54.08,56.82,59.56,62.3,65.04,67.78,70.52,73.26,76,78.74,81.48,84.22,86.96,89.7,92.44
-11.852,-47.415,-44.675,-41.935,-39.195,-36.455,-33.715,-30.975,-28.235,-25.495,-22.755,-20.015,-17.275,-14.535,-11.795,-9.0551,-6.3151,-3.5751,-0.83513,1.9049,4.6449,7.3849,10.125,12.865,15.605,18.345,21.085,23.825,26.565,29.305,32.045,34.785,37.525,40.265,43.005,45.745,48.485,51.225,53.965,56.705,59.445,62.185,64.925,67.665,70.405,73.145,75.885,78.625,81.365,84.105,86.845,89.585,92.325
-11.826,-47.53,-44.79,-42.05,-39.31,-36.57,-33.83,-31.09,-28.35,-25.61,-22.87,-20.13,-17.39,-14.65,-11.91,-9.17,-6.43,-3.69,-0.95,1.79,4.53,7.27,10.01,12.75,15.49,18.23,20.97,23.71,26.45,29.19,31.93,34.67,37.41,40.15,42.89,45.63,48.37,51.11,53.85,56.59,59.33,62.07,64.81,67.55,70.29,73.03,75.77,78.51,81.25,83.99,86.73,89.47,92.21
-11.801,-47.644,-44.904,-42.164,-39.424,-36.684,-33.944,-31.204,-28.464,-25.724,-22.984,-20.244,-17.504,-14.764,-12.024,-9.2842,-6.5442,-3.8042,-1.0642,1.6758,4.4158,7.1558,9.8958,12.636,15.376,18.116,20.856,23.596,26.336,29.076,31.816,34.556,37.296,40.036,42.776,45.516,48.256,50.996,53.736,56.476,59.216,61.956,64.696,67.436,70.176,72.916,75.656,78.396,81.136,83.876,86.616,89.356,92.096
-11.776,-47.758,-45.018,-42.278,-39.538,-36.798,-34.058,-31.318,-28.578,-25.838,-23.098,-20.358,-17.618,-14.878,-12.138,-9.3976,-6.6576,-3.9176,-1.1776,1.5624,4.3024,7.0424,9.7824,12.522,15.262,18.002,20.742,23.482,26.222,28.962,31.702,34.442,37.182,39.922,42.662,45.402,48.142,50.882,53.622,56.362,59.102,61.842,64.582,67.322,70.062,72.802,75.542,78.282,81.022,83.762,86.502,89.242,91.982
-11.751,-47.87,-45.13,-42.39,-39.65,-36.91,-34.17,-31.43,-28.69,-25.95,-23.21,-20.47,-17.73,-14.99,-12.25,-9.5104,-6.7704,-4.0304,-1.2904,1.4496,4.1896,6.9296,9.6696,12.41,15.15,17.89,20.63,23.37,26.11,28.85,31.59,34.33,37.07,39.81,42.55,45.29,48.03,50.77,53.51,56.25,58.99,61.73,64.47,67.21,69.95,72.69,75.43,78.17,80.91,83.65,86.39,89.13,91.87
-11.725,-47.983,-45.243,-42.503,-39.763,-37.023,-34.283,-31.543,-28.803,-26.063,-23.323,-20.583,-17.843,-15.103,-12.363,-9.6225,-6.8825,-4.1425,-1.4025,1.3375,4.0775,6.8175,9.5575,12.297,15.037,17.777,20.517,23.257,25.997,28.737,31.477,34.217,36.957,39.697,42.437,45.177,47.917,50.657,53.397,56.137,58.877,61.617,64.357,67.097,69.837,72.577,75.317,78.057,80.797,83.537,86.277,89.017,91.757
-11.7,-48.094,-45.354,-42.614,-39.874,-37.134,-34.394,-31.654,-28.914,-26.174,-23.434,-20.694,-17.954,-15.214,-12.474,-9.7339,-6.9939,-4.2539,-1.5139,1.2261,3.9661,6.7061,9.4461,12.186,14.926,17.666,20.406,23.146,25.886,28.626,31.366,34.106,36.846,39.586,42.326,45.066,47.806,50.546,53.286,56.026,58.766,61.506,64.246,66.986,69.726,72.466,75.206,77.946,80.686,83.426,86.166,88.906,91.646
-11.675,-48.205,-45.465,-42.725,-39.985,-37.245,-34.505,-31.765,-29.025,-26.285,-23.545,-20.805,-18.065,-15.325,-12.585,-9.8447,-7.1047,-4.3647,-1.6247,1.1153,3.8553,6.5953,9.3353,12.075,14.815,17.555,20.295,23.035,25.775,28.515,31.255,33.995,36.735,39.475,42.215,44.955,47.695,50.435,53.175,55.915,58.655,61.395,64.135,66.875,69.615,72.355,75.095,77.835,80.575,83.315,86.055,88.795,91.535
-11.649,-48.315,-45.575,-42.835,-40.095,-37.355,-34.615,-31.875,-29.135,-26.395,-23.655,-20.915,-18.175,-15.435,-12.695,-9.9548,-7.2148,-4.4748,-1.7348,1.0052,3.7452,6.4852,9.2252,11.965,14.705,17.445,20.185,22.925,25.665,28.405,31.145,33.885,36.625,39.365,42.105,44.845,47.585,50.325,53.065,55.805,58.545,61.285,64.025,66.765,69.505,72.245,74.985,77.725,80.465,83.205,85.945,88.685,91.425
-11.624,-48.424,-45.684,-42.944,-40.204,-37.464,-34.724,-31.984,-29.244,-26.504,-23.764,-21.024,-18.284,-15.544,-12.804,-10.064,-7.3243,-4.5843,-1.8443,0.89575,3.6357,6.3757,9.1157,11.856,14.596,17.336,20.076,22.816,25.556,28.296,31.036,33.776,36.516,39.256,41.996,44.736,47.476,50.216,52.956,55.696,58.436,61.176,63.916,66.656,69.396,72.136,74.876,77.616,80.356,83.096,85.836,88.576,91.316
-11.599,-48.533,-45.793,-43.053,-40.313,-37.573,-34.833,-32.093,-29.353,-26.613,-23.873,-21.133,-18.393,-15.653,-12.913,-10.173,-7.4331,-4.6931,-1.9531,0.78693,3.5269,6.2669,9.0069,11.747,14.487,17.227,19.967,22.707,25.447,28.187,30.927,33.667,36.407,39.147,41.887,44.627,47.367,50.107,52.847,55.587,58.327,61.067,63.807,66.547,69.287,72.027,74.767,77.507,80.247,82.987,85.727,88.467,91.207
-11.574,-48.641,-45.901,-43.161,-40.421,-37.681,-34.941,-32.201,-29.461,-26.721,-23.981,-21.241,-18.501,-15.761,-13.021,-10.281,-7.5412,-4.8012,-2.0612,0.67876,3.4188,6.1588,8.8988,11.639,14.379,17.119,19.859,22.599,25.339,28.079,30.819,33.559,36.299,39.039,41.779,44.519,47.259,49.999,52.739,55.479,58.219,60.959,63.699,66.439,69.179,71.919,74.659,77.399,80.139,82.879,85.619,88.359,91.099
-11.548,-48.749,-46.009,-43.269,-40.529,-37.789,-35.049,-32.309,-29.569,-26.829,-24.089,-21.349,-18.609,-15.869,-13.129,-10.389,-7.6488,-4.9088,-2.1688,0.57121,3.3112,6.0512,8.7912,11.531,14.271,17.011,19.751,22.491,25.231,27.971,30.711,33.451,36.191,38.931,41.671,44.411,47.151,49.891,52.631,55.371,58.111,60.851,63.591,66.331,69.071,71.811,74.551,77.291,80.031,82.771,85.511,88.251,90.991
-11.523,-48.856,-46.116,-43.376,-40.636,-37.896,-35.156,-32.416,-29.676,-26.936,-24.196,-21.456,-18.716,-15.976,-13.236,-10.496,-7.7557,-5.0157,-2.2757,0.46428,3.2043,5.9443,8.6843,11.424,14.164,16.904,19.644,22.384,25.124,27.864,30.604,33.344,36.084,38.824,41.564,44.304,47.044,49.784,52.524,55.264,58.004,60.744,63.484,66.224,68.964,71.704,74.444,77.184,79.924,82.664,85.404,88.144,90.884
-11.498,-48.962,-46.222,-43.482,-40.742,-38.002,-35.262,-32.522,-29.782,-27.042,-24.302,-21.562,-18.822,-16.082,-13.342,-10.602,-7.862,-5.122,-2.382,0.35796,3.098,5.838,8.578,11.318,14.058,16.798,19.538,22.278,25.018,27.758,30.498,33.238,35.978,38.718,41.458,44.198,46.938,49.678,52.418,55.158,57.898,60.638,63.378,66.118,68.858,71.598,74.338,77.078,79.818,82.558,85.298,88.038,90.778
-11.472,-49.068,-46.328,-43.588,-40.848,-38.108,-35.368,-32.628,-29.888,-27.148,-24.408,-21.668,-18.928,-16.188,-13.448,-10.708,-7.9677,-5.2277,-2.4877,0.25226,2.9923,5.7323,8.4723,11.212,13.952,16.692,19.432,22.172,24.912,27.652,30.392,33.132,35.872,38.612,41.352,44.092,46.832,49.572,52.312,55.052,57.792,60.532,63.272,66.012,68.752,71.492,74.232,76.972,79.712,82.452,85.192,87.932,90.672
-11.447,-49.173,-46.433,-43.693,-40.953,-38.213,-35.473,-32.733,-29.993,-27.253,-24.513,-21.773,-19.033,-16.293,-13.553,-10.813,-8.0728,-5.3328,-2.5928,0.14715,2.8872,5.6272,8.3672,11.107,13.847,16.587,19.327,22.067,24.807,27.547,30.287,33.027,35.767,38.507,41.247,43.987,46.727,49.467,52.207,54.947,57.687,60.427,63.167,65.907,68.647,71.387,74.127,76.867,79.607,82.347,85.087,87.827,90.567
-11.422,-49.277,-46.537,-43.797,-41.057,-38.317,-35.577,-32.837,-30.097,-27.357,-24.617,-21.877,-19.137,-16.397,-13.657,-10.917,-8.1774,-5.4374,-2.6974,0.04264,2.7826,5.5226,8.2626,11.003,13.743,16.483,19.223,21.963,24.703,27.443,30.183,32.923,35.663,38.403,41.143,43.883,46.623,49.363,52.103,54.843,57.583,60.323,63.063,65.803,68.543,71.283,74.023,76.763,79.503,82.243,84.983,87.723,90.463
-11.396,-49.381,-46.641,-43.901,-41.161,-38.421,-35.681,-32.941,-30.201,-27.461,-24.721,-21.981,-19.241,-16.501,-13.761,-11.021,-8.2813,-5.5413,-2.8013,-0.061283,2.6787,5.4187,8.1587,10.899,13.639,16.379,19.119,21.859,24.599,27.339,30.079,32.819,35.559,38.299,41.039,43.779,46.519,49.259,51.999,54.739,57.479,60.219,62.959,65.699,68.439,71.179,73.919,76.659,79.399,82.139,84.879,87.619,90.359
-11.371,-49.485,-46.745,-44.005,-41.265,-38.525,-35.785,-33.045,-30.305,-27.565,-24.825,-22.085,-19.345,-16.605,-13.865,-11.125,-8.3846,-5.6446,-2.9046,-0.16463,2.5754,5.3154,8.0554,10.795,13.535,16.275,19.015,21.755,24.495,27.235,29.975,32.715,35.455,38.195,40.935,43.675,46.415,49.155,51.895,54.635,57.375,60.115,62.855,65.595,68.335,71.075,73.815,76.555,79.295,82.035,84.775,87.515,90.255
-11.346,-49.587,-46.847,-44.107,-41.367,-38.627,-35.887,-33.147,-30.407,-27.667,-24.927,-22.187,-19.447,-16.707,-13.967,-11.227,-8.4874,-5.7474,-3.0074,-0.26739,2.4726,5.2126,7.9526,10.693,13.433,16.173,18.913,21.653,24.393,27.133,29.873,32.613,35.353,38.093,40.833,43.573,46.313,49.053,51.793,54.533,57.273,60.013,62.753,65.493,68.233,70.973,73.713,76.453,79.193,81.933,84.673,87.413,90.153
